INSTNM,INSTURL,SAT_AVG,ADM_RATE,ACT_MEDIAN,GRAD_DEBT_MDN,UGDS,PCTPELL,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,C200_4,COSTT4_A,CITY,STABBR,IS_PUBLIC,IS_CITY
Paul Mitchell the School-Columbus,paulmitchell.edu/columbus,NA,NA,NA,9833,166,0.5171,0.7349,0.1506,0.0301,0.0301,0,0.006,0.0422,0,0.006,NA,NA,Columbus,OH,0,1
Empire Beauty School-Spring Lake Park,www.empire.edu/,NA,NA,NA,13000,80,0.5764,0.225,0.45,0.0625,0.05,0.025,0,0.025,0,0.1625,NA,NA,Spring Lake Park,MN,0,1
MediaTech Institute-Houston,https://www.mediatech.edu/,NA,NA,NA,20000,96,0.7227,0.1042,0.7083,0.1563,0,0.0104,0,0,0,0.0208,NA,NA,Houston,TX,0,1
Miller-Motte College-Raleigh,https://www.miller-motte.edu/,NA,NA,NA,15917,214,0.6554,0.1121,0.6682,0.1402,0.0047,0.0047,0.0047,0.0514,0,0.014,NA,NA,Raleigh,NC,0,1
Lamson Institute,https://lamson.edu/,NA,NA,NA,7853,443,0.4534,0.1151,0.14,0.6975,0.0135,0.0045,0.0045,0.0045,0,0.0203,NA,NA,San Antonio,TX,0,1
College of Hair Design-East Campus,collegeofhairdesign.com/,NA,NA,NA,12000,116,0.4877,0.6724,0.0431,0.1466,0.0086,0.0172,0,0.1034,0,0.0086,NA,NA,Lincoln,NE,0,1
Fortis College-Salt Lake City,https://www.fortis.edu/,NA,NA,NA,13000,371,0.6087,0.4474,0.0404,0.2264,0.0782,0.0135,0.1159,0.0593,0,0.0189,NA,32149,Salt Lake City,UT,0,1
Polytechnic University of Puerto Rico-Miami,www.pupr.edu/miami/,NA,NA,NA,22564,29,0.7059,0,0,1,0,0,0,0,0,0,NA,NA,Miami,FL,0,1
Polytechnic University of Puerto Rico-Orlando,www.pupr.edu/orlando,NA,NA,NA,22564,102,0.5913,0.0196,0.0294,0.9412,0,0,0,0,0.0098,0,0.5,21955,Orlando,FL,0,1
Ross Medical Education Center-Fort Wayne,https://rosseducation.edu/,NA,NA,NA,9500,124,0.7862,0.1613,0.1774,0.1048,0,0,0,0.0161,0.0081,0.5323,NA,NA,Fort Wayne,IN,0,1
Ross Medical Education Center-Battle Creek,https://rosseducation.edu/,NA,NA,NA,9500,46,0.8462,0.1522,0.2391,0.087,0.0217,0,0,0,0,0.5,NA,NA,Battle Creek,MI,0,1
Geisinger Commonwealth School of Medicine,https://www.geisinger.edu/education,NA,NA,NA,NA,63,NA,0.8571,0.0159,0,0.0476,0.0159,0,0.0317,0,0.0317,NA,NA,Scranton,PA,0,1
Josef's School of Hair Skin & Body-Fargo,www.josefsschoolofhairdesign.com/,NA,NA,NA,7917,74,0.4622,0.473,0.1351,0.0135,0.027,0.027,0.3108,0,0,0.0135,NA,NA,Fargo,ND,0,1
Miller-Motte College-McCann-Allentown,https://www.mccann.edu/,NA,NA,NA,15917,277,0.6004,0.2022,0.2058,0.4549,0.0036,0.0108,0.0036,0.083,0,0.0361,NA,NA,Allentown,PA,0,1
Salon Success Academy-Fontana,www.salonsuccessacademy.com/,NA,NA,NA,7177,34,0.6774,0.0294,0.0294,0.7941,0.0882,0.0294,0,0.0294,0,0,NA,NA,Fontana,CA,0,1
Salon Success Academy-Redlands,www.salonsuccessacademy.com/,NA,NA,NA,7177,259,0.5047,0.2239,0.0541,0.6641,0.0309,0.0116,0.0077,0,0,0.0077,NA,NA,Redlands,CA,0,1
Strayer University-West Virginia,www.strayer.edu/campus-locations/west-virginia/teays-valley,NA,NA,NA,40621,377,0.8507,0.8223,0.0981,0.0186,0.0027,0.0027,0.0027,0.0398,0,0.0133,NA,23838,Scott Depot,WV,0,1
Paul Mitchell the School-Baton Rouge,paulmitchell.edu/batonrouge,NA,NA,NA,9833,224,0.6357,0.308,0.6563,0.0089,0,0,0,0.0179,0,0.0089,NA,NA,Baton Rouge,LA,0,1
San Joaquin Valley College-Hesperia,www.sjvc.edu/,NA,NA,NA,10674,437,0.6217,0.1236,0.1076,0.5973,0.0069,0.0114,0.0023,0.0092,0,0.1419,NA,NA,Hesperia,CA,0,1
South Texas Vocational Technical Institute-Brownsville,https://www.stvt.edu/,NA,NA,NA,15917,176,0.7398,0.0341,0,0.9432,0,0,0.0057,0.0057,0,0.0114,NA,NA,Brownsville,TX,0,1
Miller-Motte College-STVT-Corpus Christi,https://www.stvt.edu/,NA,NA,NA,15917,392,0.7965,0.2704,0.0612,0.6097,0.0077,0.0051,0.0051,0.0408,0,0,NA,NA,Corpus Christi,TX,0,1
University of Minnesota-Rochester,https://r.umn.edu/,1220,0.7183,34,19500,568,0.3556,0.5475,0.1532,0.0827,0.1444,0.0018,0,0.0264,0.0123,0.0317,0.4659,27237,Rochester,MN,1,1
Health And Style Institute,www.healthandstyle.edu/,NA,NA,NA,8444,1112,0.3772,0.1232,0.705,0.0854,0.0045,0.0018,9e-4,0.0216,9e-4,0.0567,NA,NA,Greensboro,NC,0,1
CBT Technology Institute-Cutler Bay,www.cbt.edu/,NA,NA,NA,8550,262,1,0.0115,0.0153,0.9733,0,0,0,0,0,0,NA,24772,Cutler Bay,FL,0,1
Capri Beauty College,capri.edu/,NA,NA,NA,9833,84,0.2407,0.9167,0.0238,0.0357,0.0119,0,0,0,0,0.0119,NA,NA,New Lenox,IL,0,1
Milan Institute-Bakersfield,www.milaninstitute.edu/,NA,NA,NA,6333,514,0.684,0.2237,0.0661,0.6479,0.0214,0.0058,0.0039,0.0058,0,0.0253,NA,NA,Bakersfield,CA,0,1
Homestead Schools,www.homesteadschools.net/,NA,NA,NA,18040,176,0.5873,0.0227,0.2727,0.3466,0.358,0,0,0,0,0,NA,NA,Torrance,CA,0,1
Carrington College-Las Vegas,https://carrington.edu/,NA,NA,NA,9500,359,0.6082,0.1281,0.2117,0.3398,0.1309,0,0.0279,0.0501,0.0111,0.1003,NA,NA,Las Vegas,NV,0,1
Carrington College-Reno,https://carrington.edu/,NA,NA,NA,15188,500,0.3451,0.494,0.018,0.266,0.084,0.01,0.01,0.012,0.006,0.1,NA,NA,Reno,NV,0,1
Chamberlain University-Florida,https://www.chamberlain.edu/,NA,1,NA,20919,839,0.5327,0.2002,0.5066,0.2086,0.0441,0.0012,0.0048,0.0143,0,0.0203,0,34657,Jacksonville,FL,0,1
Washington Barber College Inc,www.washingtonbarbercollege.edu/,NA,NA,NA,14000,51,1,0,0.9804,0.0196,0,0,0,0,0,0,NA,NA,Little Rock,AR,0,1
InterCoast Colleges-Rancho Cordova,https://www.intercoast.edu/,NA,NA,NA,10313,78,0.5108,0.2949,0.1923,0.3333,0.0769,0.0128,0.0128,0.0513,0,0.0256,NA,NA,Rancho Cordova,CA,0,1
Horizon University,www.horizonuniversity.edu/,NA,NA,NA,NA,58,0.1463,0.8103,0.0345,0.0517,0.0345,0,0.0172,0.0172,0.0345,0,1,NA,Indianapolis,IN,0,1
Beyond 21st Century Beauty Academy,beyondcosmo.com/,NA,NA,NA,NA,102,0.3822,0.0588,0.0196,0.8922,0.0098,0.0098,0,0.0098,0,0,NA,NA,Santa Fe Springs,CA,0,1
Angeles College,https://www.angelescollege.edu/,NA,NA,NA,16522,484,0.5147,0.0331,0.095,0.2211,0.5702,0,0.0041,0.0227,0.0537,0,0.5,NA,Los Angeles,CA,0,1
Angeles Institute,www.angelesinstitute.edu/,NA,NA,NA,17238,132,0.6114,0.0152,0.1818,0.5606,0.0909,0.0076,0,0.0152,0.1136,0.0152,NA,NA,ARTESIA,CA,0,1
Paul Mitchell the School-Temecula,paulmitchell.edu/temecula/,NA,NA,NA,12858,275,0.5291,0.3164,0.08,0.4073,0.04,0,0.0145,0.1345,0,0.0073,NA,NA,Temecula,CA,0,1
TIGI Hairdressing Academy Guilford,tigiguilford.edu/,NA,NA,NA,9833,63,0.3175,0.7619,0,0.1905,0.0317,0.0159,0,0,0,0,NA,NA,Guilford,CT,0,1
International Institute of Cosmetology,www.studyhair.com/,NA,NA,NA,9833,184,0.3234,0.587,0.0761,0.1957,0.0054,0.0109,0.0054,0.1087,0.0054,0.0054,NA,NA,Wethersfield,CT,0,1
Florida School of Traditional Midwifery,midwiferyschool.org/,NA,NA,NA,38130,73,0.3784,0.4247,0.4247,0.1096,0,0.0137,0,0.0137,0,0.0137,NA,NA,Gainesville,FL,0,1
Emerald Coast Technical College,www.ectc.edu/,NA,NA,NA,NA,170,0.4183,0.7647,0.0882,0.0588,0.0235,0,0,0.0647,0,0,NA,NA,DeFuniak Springs,FL,1,0
Immokalee Technical College,www.itech.edu/,NA,NA,NA,NA,280,0.3513,0.1321,0.2393,0.5036,0.0179,0.1036,0.0036,0,0,0,NA,NA,Immokalee,FL,1,0
American Academy of Cosmetology,www.aacschool.com/,NA,NA,NA,7638,96,0.5749,0.4063,0.4063,0.0938,0.0208,0,0,0.0625,0.0104,0,NA,NA,Orange Park,FL,0,1
University of Fort Lauderdale,uftl.edu/,NA,NA,NA,NA,259,0.5812,0.2239,0.4054,0.305,0,0.0039,0,0.0232,0.0039,0.0347,NA,20726,Lauderhill,FL,0,1
Aviation Institute of Maintenance-Orlando,https://aviationmaintenance.edu/campuses/orlando-fl,NA,NA,NA,31301,297,0.6475,0.2727,0.1448,0.4747,0.0269,0.0067,0.0067,0.0673,0,0,NA,28071,Casselberry,FL,0,1
Summit Salon Academy,summitsalonacademytampa.com/,NA,NA,NA,7389,222,0.4395,0.5721,0.1171,0.2387,0.0135,0,0,0.009,0,0.0495,NA,NA,Tampa,FL,0,1
Summit Salon Academy-Gainesville,www.ssag.edu/,NA,NA,NA,11000,146,0.6261,0.4795,0.3219,0.1301,0.0068,0,0,0.0342,0,0.0274,NA,NA,Gainesville,FL,0,1
Tenaj Salon Institute,www.tenajsaloninstitute.edu/,NA,NA,NA,13000,62,0.3913,0.5645,0.1935,0.2258,0.0161,0,0,0,0,0,NA,NA,The Villages,FL,0,1
Profile Institute of Barber-Styling,profileinstituteatl.com/,NA,NA,NA,NA,26,0.56,0,0.8846,0.0769,0,0.0385,0,0,0,0,NA,NA,Atlanta,GA,0,1
Keune Academy by 124,www.keuneacademyby124.edu/,NA,NA,NA,9833,120,0.3333,0.55,0.1,0.2167,0.0417,0,0,0.0917,0,0,NA,NA,Lawrenceville,GA,0,1
Pacific Rim Christian University,https://www.pacrim.edu/#home,NA,NA,NA,NA,113,0.8632,0.1239,0.0531,0.1858,0.2655,0.0088,0.1239,0.1504,0.0885,0,0.5714,24042,Honolulu,HI,0,1
Paul Mitchell the School-Twin Falls,paulmitchell.edu/twinfalls,NA,NA,NA,NA,62,0.6563,0.6935,0,0.1935,0,0,0,0.1129,0,0,NA,NA,TWIN FALLS,ID,0,1
Ambria College of Nursing,ambria.edu/,NA,NA,NA,15438,195,0.3218,0.3026,0.1487,0.2513,0.2462,0,0,0.0103,0,0.041,NA,NA,Hoffman Estates,IL,0,1
Midwestern Career College,https://www.mccollege.edu/,NA,NA,NA,7521,824,0.3961,0.1141,0.3083,0.2051,0.0158,0.0061,0.0024,0.0218,0.3143,0.0121,NA,NA,Chicago,IL,0,1
Paul Mitchell the School-Normal,paulmitchell.edu/normal,NA,NA,NA,9833,79,0.424,0.8101,0.1139,0.0633,0,0,0,0.0127,0,0,NA,NA,Normal,IL,0,1
Aveda Fredric's Institute-Indianapolis,https://avedafi.edu/indianapolis/,NA,NA,NA,7389,266,0.3667,0.5639,0.0789,0.0376,0.015,0,0.0038,0.0113,0,0.2895,NA,NA,Carmel,IN,0,1
Summit Salon Academy,www.andersonsalonacademy.com/,NA,NA,NA,9833,127,0.4434,0.8583,0.063,0.0236,0.0157,0.0157,0,0.0236,0,0,NA,NA,Anderson,IN,0,1
Eric Fisher Academy,www.ericfisheracademy.com/,NA,NA,NA,9339,178,0.4178,0.5562,0.0393,0.3427,0.0225,0.0056,0,0.0337,0,0,NA,NA,Wichita,KS,0,1
My Le's Beauty College,mylebeautycollegellc.com/,NA,NA,NA,NA,84,0.7045,0.119,0.5119,0.1071,0.2619,0,0,0,0,0,NA,NA,Gretna,LA,0,1
Blackstone Valley Vocational Regional School District,www.valleytech.k12.ma.us/,NA,NA,NA,9500,40,0.3043,0.4,0.35,0.175,0.025,0,0.025,0.025,0,0,NA,NA,Upton,MA,1,1
Southern Worcester County Regional Vocational School District,www.baypath.net/evening-programs-division/practical-nursing/,NA,1,NA,NA,39,0.3095,0.2564,0.6667,0.0769,0,0,0,0,0,0,NA,NA,Charlton,MA,1,0
L'esprit Academy,https://www.lespritacademy.com/,NA,NA,NA,6333,273,0.446,0.4286,0.4066,0.044,0.0403,0,0,0.0769,0,0.0037,NA,NA,Canton,MI,0,1
Marketti Academy of Cosmetology,www.marketticosmetology.com/,NA,NA,NA,NA,45,0.1084,0.6889,0.1556,0.1333,0,0,0,0.0222,0,0,NA,NA,Waterford,MI,0,1
Avalon School of Cosmetology,www.avaloncosmetologyschool.com/,NA,NA,NA,NA,18,0.4,0.2222,0.1111,0.3889,0.2778,0,0,0,0,0,NA,NA,Worthington,MN,0,0
City Vision University,https://www.cityvision.edu/,NA,NA,NA,NA,188,0.6591,0.3245,0.0904,0.1543,0.0053,0.0106,0.0053,0.0798,0.0106,0.3191,NA,12568,Kansas City,MO,0,1
Montana Academy of Salons,https://montanaacademy.edu/,NA,NA,NA,9833,147,0.3516,0.6463,0.0204,0.0544,0.034,0.0816,0,0.1633,0,0,NA,NA,Great Falls,MT,0,1
National Career Institute,nciedu.com/,NA,NA,NA,6756,148,0.6174,0,0.9459,0.0541,0,0,0,0,0,0,NA,NA,East Orange,NJ,0,1
Paul Mitchell the School-Albuquerque,paulmitchell.edu/albuquerque,NA,NA,NA,10556,113,0.4432,0.2124,0.0265,0.5841,0.0177,0.0531,0,0.0354,0,0.0708,NA,NA,Albuquerque,NM,0,1
International Academy of Style,www.internationalacademyofstyle.com/,NA,NA,NA,6333,109,0.5317,0.3486,0,0.4495,0.0826,0.0275,0.0092,0.0826,0,0,NA,NA,Reno,NV,0,1
EDP School,edpschool.edu/,NA,NA,NA,NA,155,0.9146,0.4323,0.0129,0.0194,0.5355,0,0,0,0,0,NA,NA,Brooklyn,NY,0,1
New York Medical Career Training Center,nymedtraining.com/,NA,1,NA,14282,87,0.4299,0.1494,0.2069,0.2759,0.3333,0,0,0.0345,0,0,NA,NA,Flushing,NY,0,1
Institute of Culinary Education,https://www.ice.edu/,NA,NA,NA,6439,637,0.2134,0.2088,0.0675,0.5432,0.0565,0.0016,0.0031,0.022,0.0754,0.022,NA,NA,New York,NY,0,1
The Salon Professional Academy-Tonawanda,www.tspabuffalo.com/,NA,NA,NA,6333,139,0.3723,0.6331,0.1799,0.0863,0.0288,0.0144,0.0144,0.036,0,0.0072,NA,NA,Tonawanda,NY,0,1
Paul Mitchell the School-NYC,paulmitchell.edu/nyc,NA,NA,NA,7614,75,0.3786,0.5467,0.0533,0.1067,0,0,0,0.0267,0,0.2667,NA,NA,Staten Island,NY,0,1
Four County Career Center,www.fourcounty.net/adulteducation_home.aspx,NA,NA,NA,NA,129,0.007,0.6434,0.186,0.0388,0.0078,0.0078,0,0.031,0,0.0853,NA,NA,Archbold,OH,1,0
Summit Salon Academy-Perrysburg,www.summitsalonacademyperrysburg.edu/,NA,NA,NA,7917,108,0.3333,0.75,0.0926,0.0833,0.0093,0,0,0.0556,0,0.0093,NA,NA,Perrysburg,OH,0,1
Portland Actors Conservatory,pac.edu/,NA,0.6667,NA,NA,13,0.25,0.7692,0.0769,0,0.1538,0,0,0,0,0,NA,34015,Portland,OR,0,1
Somerset County Technology Center,sctc.net/,NA,NA,NA,NA,50,0.2545,0.96,0.02,0.02,0,0,0,0,0,0,NA,NA,Somerset,PA,1,0
Metro Beauty Academy,https://www.metrobeautyacademy.edu/,NA,NA,NA,8028,174,0.1608,0.6667,0.0172,0.1782,0.023,0,0,0.0747,0.0057,0.0345,NA,NA,Allentown,PA,0,1
Academy for Careers and Technology,www.mcact.org/,NA,NA,NA,NA,45,0.3542,0.2222,0.7778,0,0,0,0,0,0,0,NA,NA,Mullins,SC,1,0
Love Beauty School Inc,www.lovebeautyschool.net/,NA,NA,NA,7917,64,0.6526,0.875,0.0625,0.0313,0,0,0,0.0313,0,0,NA,NA,Manchester,TN,0,0
Houston International College Cardiotech Ultrasound School,www.cardiotech.org/,NA,0.4,NA,NA,41,0.8043,0.2195,0.2683,0.3659,0.1463,0,0,0,0,0,NA,26053,Houston,TX,0,1
DuVall's School of Cosmetology,duvallschool.com/,NA,NA,NA,7917,89,0.5094,0.4157,0.1798,0.2584,0,0,0.0112,0.0899,0,0.0449,NA,NA,Bedford,TX,0,1
Texas Beauty College,texasbeautyinfo.com/,NA,NA,NA,NA,59,0.8824,0.0339,0.0508,0.2712,0.6441,0,0,0,0,0,NA,NA,Haltom city,TX,0,1
Avenue Five Institute,www.avenuefive.edu/,NA,NA,NA,7917,267,0.4189,0.4232,0.1124,0.3258,0.0375,0.0112,0.0037,0.0824,0,0.0037,NA,NA,Austin,TX,0,1
The Salon Professional Academy-Lewisville,www.tspadallas.com/,NA,NA,NA,7917,127,0.4378,0.5669,0.1496,0.2205,0.0079,0,0,0.0551,0,0,NA,NA,Lewisville,TX,0,1
Renaissance Academie,www.race.edu/,NA,NA,NA,6167,206,0.232,0.7718,0.0049,0.1699,0,0.0146,0.0291,0.0097,0,0,NA,NA,Provo,UT,0,1
Ascent College,ascent.edu/,NA,NA,NA,NA,85,0.26,0.3882,0.0941,0.0353,0.0353,0,0.0118,0.0471,0,0.3882,0,NA,Gainesville,VA,0,1
Institute of Advanced Medical Esthetics,www.theinstituteofadvancedmedicalesthetics.com/,NA,NA,NA,NA,37,0.5224,0.6216,0.1622,0.1892,0.027,0,0,0,0,0,NA,NA,Ashland,VA,0,1
Aveda Arts & Sciences Institute Seattle,avedaarts.edu/,NA,NA,NA,7773,157,0.2392,0.6242,0.0828,0.1083,0.0637,0.0127,0.0382,0.0191,0,0.051,NA,NA,Seattle,WA,0,1
Northwest School of Wooden Boat Building,www.nwswb.edu/,NA,NA,NA,NA,43,0.3065,0.8605,0,0.0465,0,0,0,0.0465,0.0233,0.0233,NA,32601,Port Hadlock,WA,0,0
The Salon Professional Academy-Onalaska,salonproacademy.com/,NA,NA,NA,8374,76,0.4522,0.8553,0.0132,0.0263,0.0526,0.0132,0,0.0395,0,0,NA,NA,Onalaska,WI,0,1
West Coast University-Orange County,westcoastuniversity.edu/,NA,NA,NA,32946,3168,0.4122,0.1408,0.0256,0.3633,0.3835,0.0022,0.0107,0.0676,0.0035,0.0028,0.5,38599,Anaheim,CA,0,1
West Coast University-Ontario,westcoastuniversity.edu/,NA,NA,NA,32946,2647,0.4971,0.1254,0.0499,0.5017,0.2308,0.0019,0.0117,0.0737,0.003,0.0019,0.6,51950,Ontario,CA,0,1
Paul Mitchell the School-Chicago,paulmitchell.edu/chicago,NA,NA,NA,13598,145,0.625,0.2276,0.4966,0.1931,0.0069,0,0,0.0759,0,0,NA,NA,Chicago,IL,0,1
Miller-Motte College-Fayetteville,https://www.miller-motte.edu/,NA,NA,NA,15917,169,0.4769,0.1361,0.7041,0.0592,0,0.0178,0,0.0592,0,0.0237,NA,NA,Fayetteville,NC,0,1
European Massage Therapy School-Las Vegas,www.school-for-massage.com/,NA,NA,NA,5657,83,0.3984,0.241,0.0361,0.7108,0.012,0,0,0,0,0,NA,NA,Las Vegas,NV,0,1
Miller-Motte College-Columbus,https://www.miller-motte.edu/,NA,NA,NA,15917,270,0.9028,0.0593,0.9037,0.0037,0,0,0,0.0222,0,0.0111,NA,NA,Columbus,GA,0,1
Fortis College-Indianapolis,https://www.fortis.edu/,NA,NA,NA,13000,265,0.7852,0.166,0.6868,0.034,0.0528,0,0,0.0453,0,0.0151,NA,34815,Indianapolis,IN,0,1
Empire Beauty School-E Memphis,www.empire.edu/,NA,NA,NA,10667,216,0.5061,0.0139,0.8611,0.0324,0,0,0,0.0046,0,0.088,NA,NA,Memphis,TN,0,1
Empire Beauty School-Nashville,www.empire.edu/,NA,NA,NA,10667,125,0.4574,0.376,0.36,0.12,0,0.008,0,0.024,0,0.112,NA,NA,Brentwood,TN,0,1
Empire Beauty School-Jackson,www.empire.edu/,NA,NA,NA,10667,44,0.7315,0.1364,0.6818,0,0,0,0,0.0455,0,0.1364,NA,NA,Jackson,TN,0,1
Empire Beauty School-Springfield,www.empire.edu/,NA,NA,NA,13000,174,0.552,0.092,0.5402,0.0747,0.023,0,0,0.0517,0,0.2184,NA,NA,Springfield,PA,0,1
Empire Beauty School-Speedway,www.empire.edu/,NA,NA,NA,13583,209,0.54,0.2105,0.5933,0.1196,0.0191,0.0048,0,0.0191,0,0.0335,NA,NA,Speedway,IN,0,1
Empire Beauty School-Morrow,www.empire.edu/,NA,NA,NA,10667,209,0.6417,0.0048,0.8756,0.0144,0,0,0,0.0239,0,0.0813,NA,NA,Morrow,GA,0,1
Strayer University-Arkansas,www.strayer.edu/campus-locations/arkansas/little-rock,NA,NA,NA,40621,456,0.9273,0.386,0.5285,0.0307,0,0.011,0,0.0285,0,0.0154,NA,NA,Little Rock,AR,0,1
Strayer University-Georgia,www.strayer.edu/campus-locations/georgia/chamblee,NA,NA,NA,40621,4878,0.7837,0.1796,0.7347,0.0332,0.0023,0.0033,0.0018,0.031,4e-4,0.0137,0.0909,23838,Chamblee,GA,0,1
Strayer University-Mississippi,www.strayer.edu/campus-locations/mississippi/jackson,NA,NA,NA,40621,400,0.8339,0.105,0.8375,0.0025,0,0.015,0,0.02,0,0.02,NA,NA,Jackson,MS,0,1
Strayer University-South Carolina,www.strayer.edu/campus-locations/south-carolina/greenville,NA,NA,NA,40621,1830,0.7889,0.2617,0.647,0.029,0.0027,0.0066,5e-4,0.0339,0,0.0186,0,23838,Greenville,SC,0,1
Strayer University-Texas,www.strayer.edu/campus-locations,NA,NA,NA,40621,2397,0.7428,0.2274,0.5373,0.1761,0.0075,0.0067,8e-4,0.0325,0.0017,0.01,0.1667,23838,Farmers Branch,TX,0,1
Empire Beauty School-Charlotte,www.empire.edu/,NA,NA,NA,10667,81,0.7029,0.0494,0.7531,0.0617,0,0,0,0.0247,0,0.1111,NA,NA,Charlotte,NC,0,1
Empire Beauty School-Winston-Salem,www.empire.edu/,NA,NA,NA,10667,72,0.6429,0.0972,0.6667,0.1944,0.0139,0,0,0.0278,0,0,NA,NA,Winston-Salem,NC,0,1
Empire Beauty School-West Palm,www.empire.edu/,NA,NA,NA,13000,58,0.5758,0.2414,0.4655,0.1897,0,0.0172,0,0.0517,0,0.0345,NA,NA,West Palm Beach,FL,0,1
Empire Beauty School-Pineville,www.empire.edu/,NA,NA,NA,13000,81,0.4855,0.0741,0.5556,0.0494,0,0.0123,0.0247,0.0123,0,0.2716,NA,NA,Charlotte,NC,0,1
Paul Mitchell the School-Phoenix,paulmitchell.edu/phoenix,NA,NA,NA,16779,102,0.6143,0.2451,0.0686,0.2451,0,0,0,0.0098,0,0.4314,NA,NA,Phoenix,AZ,0,1
Paul Mitchell the School-Modesto,paulmitchell.edu/modesto,NA,NA,NA,6211,305,0.5914,0.2623,0.0361,0.518,0.0689,0.0033,0.0131,0.0754,0.0033,0.0197,NA,NA,Modesto,CA,0,1
Paul Mitchell the School-Fresno,paulmitchell.edu/fresno,NA,NA,NA,11277,262,0.8547,0.1794,0.0267,0.5305,0.0344,0.0076,0,0.0115,0,0.2099,NA,NA,Fresno,CA,0,1
Unitek College,unitekcollege.edu/,NA,NA,NA,10700,4715,0.4186,0.095,0.0549,0.2783,0.2664,0.0059,0.018,0.0074,4e-4,0.2736,NA,NA,Fremont,CA,0,1
Gurnick Academy of Medical Arts,www.gurnick.edu/,NA,NA,NA,17317,2844,0.442,0.1586,0.0823,0.3361,0.2925,0.0077,0.025,0.0591,0,0.0387,NA,NA,San Jose,CA,0,1
Paul Mitchell the School-East Bay,paulmitchell.edu/eastbay/,NA,NA,NA,13083,212,0.4441,0.283,0.1981,0.283,0.0896,0.0047,0.0094,0.1085,0,0.0236,NA,NA,Pleasant Hill,CA,0,1
South University-Richmond,"www.southuniversity.edu/richmond#location=Richmond, VA",NA,NA,NA,26123,244,0.4125,0.2705,0.5615,0.041,0.0205,0,0,0.0451,0.0164,0.0451,0.0714,33875,Glen Allen,VA,0,1
South University-Virginia Beach,"www.southuniversity.edu/virginia-beach#location=Virginia Beach, VA",NA,NA,NA,26123,252,0.5122,0.1627,0.5833,0.1151,0.0635,0,0.0119,0.0317,0.0119,0.0198,0,33875,Virginia Beach,VA,0,1
Aveda Institute-Denver,avedainspiregreatness.com/denver-campus,NA,NA,NA,9829,316,0.3234,0.4715,0.0475,0.2848,0.0253,0.0095,0.0063,0.1424,0,0.0127,NA,NA,Denver,CO,0,1
Paul Mitchell the School-Colorado Springs,paulmitchell.edu/coloradosprings,NA,NA,NA,7667,169,0.4684,0.5207,0.1598,0.2485,0.0178,0,0.0237,0.0118,0,0.0178,NA,NA,Colorado Springs,CO,0,1
The Salon Professional Academy-Colorado Springs,www.thesalonprofessionalacademycoloradosprings.com/,NA,NA,NA,6333,85,0.488,0.4824,0.0824,0.2,0.0118,0.0118,0.0353,0.1765,0,0,NA,NA,Colorado Springs,CO,0,1
Paul Mitchell the School-Delaware,paulmitchell.edu/delaware,NA,NA,NA,9833,130,0.5497,0.4462,0.4077,0.1,0,0.0077,0,0.0385,0,0,NA,NA,Newark,DE,0,1
Fred K Marchman Technical College,mtec.pasco.k12.fl.us/,NA,NA,NA,NA,322,0.336,0.6553,0.0683,0.236,0.0124,0.0031,0,0.0186,0.0062,0,NA,NA,New Port Richey,FL,1,1
The Salon Professional Academy-Ft Myers,https://www.tspaftmyers.com/,NA,NA,NA,9500,104,0.2124,0.625,0.0288,0.2019,0,0,0.0096,0.1346,0,0,NA,NA,Fort Myers,FL,0,1
Universal Spa Training Academy,www.spatrainingacademy.edu/,NA,NA,NA,7283,144,0.5143,0.3194,0.125,0.3611,0.0069,0,0,0.0764,0,0.1111,NA,NA,Downers Grove,IL,0,1
The Salon Professional Academy-Evansville,www.tspaevansville.com/,NA,NA,NA,9833,169,0.413,0.8876,0.0237,0.0414,0.0118,0,0,0.0355,0,0,NA,NA,Evansville,IN,0,1
Tri County Regional Vocational Technical High School,www.tri-county.us/,NA,NA,NA,NA,64,0.3,0.4375,0.5469,0.0156,0,0,0,0,0,0,NA,NA,Franklin,MA,1,1
Nova Academy of Cosmetology,www.novaacademy.edu/,NA,NA,NA,9424,174,0.3777,0.7471,0.0287,0.1034,0.0172,0.0057,0,0.0345,0,0.0632,NA,NA,Rochester,MN,0,1
Sage School of Massage & Esthetics,https://www.sageschoolofmassage.com/,NA,NA,NA,NA,26,0.3125,0.8846,0,0.0385,0.0769,0,0,0,0,0,NA,NA,Bend,OR,0,1
Peloton College,www.pelotoncollege.edu/,NA,NA,NA,9500,63,0.7411,0.127,0.5873,0.2698,0,0,0,0.0159,0,0,NA,NA,Dallas,TX,0,1
ABC Beauty Academy,www.abcbeautyacademy.webs.com/,NA,NA,NA,NA,65,0.9099,0.0308,0.2615,0.0615,0.6462,0,0,0,0,0,NA,NA,Richardson,TX,0,1
Salon & Spa Institute,www.ssi.edu/,NA,NA,NA,8212,91,0.7862,0.011,0,0.989,0,0,0,0,0,0,NA,NA,Brownsville,TX,0,1
American Beauty Academy,www.americanbeauty.edu/,NA,NA,NA,10060,11,0.5152,0.8182,0,0.1818,0,0,0,0,0,0,NA,NA,Payson,UT,0,0
