INSTNM,INSTURL,SAT_AVG,ADM_RATE,IS_PUBLIC,IS_CITY
Hannibal-LaGrange University,www.hlg.edu/,1020,0.5874,0,0
Harris-Stowe State University,https://www.hssu.edu/,NA,NA,1,1
House of Heavilin Beauty College-Kansas City,kc-hair.com/,NA,NA,0,1
Summit Salon Academy Kansas City,www.summitsalonacademykc.com/,NA,NA,0,1
Jefferson College,https://www.jeffco.edu/,NA,NA,1,0
Paul Mitchell the School-Missouri Columbia,missouricolumbia.paulmitchell.edu/,NA,NA,0,1
Barnes-Jewish College Goldfarb School of Nursing,https://www.barnesjewishcollege.edu/,NA,NA,0,1
Kansas City Art Institute,www.kcai.edu/,NA,0.6035,0,1
Kenrick Glennon Seminary,www.kenrick.edu/,NA,NA,0,1
A T Still University of Health Sciences,www.atsu.edu/,NA,NA,0,0
Lex La-Ray Technical Center,www.lexlaray.com/,NA,0.75,1,0
Lincoln University,https://www.lincolnu.edu/,NA,NA,1,1
Lindenwood University,https://www.lindenwood.edu/,1120,0.6586,0,1
State Technical College of Missouri,https://www.statetechmo.edu/,NA,NA,1,0
Logan University,https://www.logan.edu/,998,0.9,0,1
Metropolitan Community College-Kansas City,www.mcckc.edu/,NA,NA,1,1
Maryville University of Saint Louis,https://www.maryville.edu/,NA,0.9369,0,1
Missouri College of Cosmetology and Esthetics,merrelluniversity.edu/,NA,NA,0,1
Midwest Institute,midwestinstitute.com/,NA,0.7778,0,1
Midwestern Baptist Theological Seminary,https://www.mbts.edu/,NA,0.9433,0,1
Mineral Area College,https://mineralarea.edu/,NA,NA,1,0
Missouri Baptist University,www.mobap.edu/,983,0.641,0,1
Missouri Southern State University,www.mssu.edu/,1090,0.9744,1,1
Missouri Valley College,https://www.moval.edu/,1018,0.5269,0,0
Missouri Western State University,https://www.missouriwestern.edu/,NA,NA,1,1
University of Missouri-Columbia,https://missouri.edu/,1247,0.7702,1,1
University of Missouri-Kansas City,https://www.umkc.edu/,1230,0.7499,1,1
Missouri University of Science and Technology,https://www.mst.edu/,1287,0.7307,1,0
University of Missouri-St Louis,https://www.umsl.edu/,1147,0.5716,1,1
Moberly Area Community College,www.macc.edu/,NA,NA,1,0
Nazarene Theological Seminary,www.nts.edu/,NA,NA,0,1
Neosho Beauty College,neoshobeautycollege.com/,NA,NA,0,0
Truman State University,https://www.truman.edu/,1249,0.7996,1,0
Northwest Missouri State University,https://www.nwmissouri.edu/,1090,0.8591,1,0
Ozark Christian College,www.occ.edu/,NA,0.9819,0,1
College of the Ozarks,www.cofo.edu/,1125,0.1487,0,0
Park University,www.park.edu/,NA,NA,0,1
Stevens-The Institute of Business & Arts,www.siba.edu/,NA,0.7143,0,1
Poplar Bluff Technical Career Center,www.poplarbluffschools.net/,NA,NA,1,0
Ranken Technical College,www.ranken.edu/,NA,NA,0,1
Research College of Nursing,researchcollege.edu/,NA,NA,0,1
Rockhurst University,https://www.rockhurst.edu/,1218,0.6905,0,1
Saint Louis University,www.slu.edu/,1326,0.8147,0,1
Salem College of Hairstyling,www.centralandsalemcolleges.com/,NA,NA,0,0
University of Health Sciences and Pharmacy in St. Louis,www.uhsp.edu/,1150,0.7513,0,1
Saint Louis Community College,https://www.stlcc.edu/,NA,NA,1,1
Saint Paul School of Theology,www.spst.edu/,NA,NA,0,1
Southwest Baptist University,www.sbuniv.edu/,1084,0.9972,0,0
Missouri State University-West Plains,wp.missouristate.edu/,NA,NA,1,0
St Louis College of Health Careers-St Louis,www.slchc.edu/,NA,NA,0,1
State Fair Community College,https://www.sfccmo.edu/,NA,NA,1,0
Stephens College,https://www.stephens.edu/,1104,0.9155,0,1
Southeast Missouri State University,https://www.semo.edu/,1018,0.785,1,1
Missouri State University-Springfield,www.missouristate.edu/,1119,0.9105,1,1
Three Rivers College,https://trcc.edu/,NA,NA,1,0
North Central Missouri College,www.ncmissouri.edu/,NA,NA,1,0
Kansas City University,www.kansascity.edu/,NA,NA,0,1
Washington University in St Louis,https://wustl.edu/,1530,0.1196,0,1
Webster University,www.webster.edu/,1145,0.5799,0,1
Westminster College,www.wcmo.edu/,1083,0.7758,0,0
William Jewell College,https://www.jewell.edu/,1114,0.3429,0,1
William Woods University,https://www.williamwoods.edu/,NA,0.7449,0,0
Academy of Cosmetology Inc,www.academycosmetology.com/,NA,NA,0,1
Blackfeet Community College,bfcc.edu/,NA,NA,0,0
Butte Academy of Beauty Culture,butteacademyofbeauty.ipage.com/,NA,NA,0,0
Highlands College of Montana Tech,https://www.mtech.edu/,NA,NA,1,0
Crevier's Academy of Cosmetology Arts,www.crevierschool.com/,NA,NA,0,0
Carroll College,www.carroll.edu/,1170,0.7264,0,1
Dawson Community College,www.dawson.edu/,NA,NA,1,0
Chief Dull Knife College,cdkc.edu/,NA,NA,1,0
Montana State University Billings,www.msubillings.edu/,NA,NA,1,1
Flathead Valley Community College,www.fvcc.edu/,NA,NA,1,0
Aaniiih Nakoda College,www.ancollege.edu/,NA,NA,1,0
Fort Peck Community College,www.fpcc.edu/,NA,NA,1,0
Great Falls College Montana State University,https://www.gfcmsu.edu/,NA,NA,1,1
University of Providence,www.uprovidence.edu/,985,0.642,0,1
Helena College University of Montana,https://www.helenacollege.edu/,NA,NA,1,1
Little Big Horn College,www.lbhc.edu/,NA,NA,1,0
Miles Community College,www.milescc.edu/,NA,NA,1,0
Montana Technological University,https://www.mtech.edu/,1126,0.899,1,0
Montana State University,https://www.montana.edu/,1154,0.8683,1,1
The University of Montana,www.umt.edu/,1190,0.956,1,1
Montana State University-Northern,www.msun.edu/,NA,NA,1,0
Rocky Mountain College,https://www.rocky.edu/,1093,0.7288,0,1
Salish Kootenai College,www.skc.edu/,NA,NA,1,0
The University of Montana-Western,umwestern.edu/,NA,0.995,1,0
Bellevue University,www.bellevue.edu/,NA,NA,0,1
Clarkson College,www.clarksoncollege.edu/,NA,0.6429,0,1
Bryan College of Health Sciences,https://www.bryanhealthcollege.edu/bcohs/,NA,0.6291,0,1
Central Community College,https://www.cccneb.edu/,NA,NA,1,1
Chadron State College,www.csc.edu/,NA,NA,1,0
College of Hair Design-Downtown,collegeofhairdesign.com/,NA,NA,0,1
Concordia University-Nebraska,www.cune.edu/,1148,0.9004,0,0
Creighton University,https://www.creighton.edu/,1296,0.7231,0,1
Doane University,www.doane.edu/,NA,0.8953,0,0
Hastings College,www.hastings.edu/,NA,0.6987,0,0
CHI Health School of Radiologic Technology,www.chihealth.com/school-of-radiologic-technology,NA,NA,0,1
Joseph's College Cosmetology,josephscollege.edu/,NA,NA,0,1
University of Nebraska at Kearney,www.unk.edu/,1089,0.8579,1,0
Nebraska Methodist College of Nursing & Allied Health,www.methodistcollege.edu/,NA,0.8829,0,1
Metropolitan Community College Area,https://www.mccneb.edu/,NA,NA,1,1
Mid-Plains Community College,www.mpcc.edu/,NA,NA,1,0
Midland University,https://www.midlandu.edu/,1043,0.6692,0,0
University of Nebraska at Omaha,https://www.unomaha.edu/,1120,0.869,1,1
Nebraska Indian Community College,www.thenicc.edu/,NA,NA,1,0
University of Nebraska Medical Center,www.unmc.edu/,NA,NA,1,1
Nebraska Wesleyan University,https://www.nebrwesleyan.edu/,1209,0.8375,0,1
University of Nebraska-Lincoln,www.unl.edu/,1191,0.7707,1,1
Northeast Community College,https://northeast.edu/,NA,NA,1,0
Peru State College,www.peru.edu/,NA,NA,1,0
Summit Christian College,https://www.summitcc.edu/,NA,0.1429,0,0
College of Saint Mary,https://www.csm.edu/,1120,0.4395,0,1
Southeast Community College Area,www.southeast.edu/,NA,NA,1,1
Union Adventist University,https://www.ucollege.edu/,NA,0.9989,0,1
Nebraska College of Technical Agriculture,https://ncta.unl.edu/,NA,NA,1,0
Wayne State College,https://www.wsc.edu/,NA,NA,1,0
Western Nebraska Community College,www.wncc.edu/,NA,NA,1,0
York University,www.york.edu/,988,0.4763,0,0
Academy of Hair Design-Las Vegas,www.ahdvegas.com/,NA,NA,0,1
College of Southern Nevada,www.csn.edu/,NA,NA,1,1
Las Vegas College,https://lvcollege.edu/,NA,NA,0,1
University of Nevada-Las Vegas,www.unlv.edu/,1091,0.9626,1,1
University of Nevada-Reno,www.unr.edu/,NA,0.8531,1,1
Great Basin College,www.gbcnv.edu/,NA,NA,1,0
Truckee Meadows Community College,www.tmcc.edu/,NA,NA,1,1
Western Nevada College,www.wnc.edu/,NA,NA,1,1
Colby-Sawyer College,www.colby-sawyer.edu/,NA,0.8998,0,0
Dartmouth College,www.dartmouth.edu/,1533,0.0623,0,0
Empire Beauty School-Laconia,www.empirebeautyschools.com/,NA,NA,0,0
Empire Beauty School-Somersworth,www.empirebeautyschools.com/,NA,NA,0,1
Franklin Pierce University,https://www.franklinpierce.edu/,1030,0.9019,0,0
University of New Hampshire-Franklin Pierce School of Law,https://law.unh.edu/,NA,NA,1,0
Keene Beauty Academy,www.keenebeautyacademy.edu/,NA,NA,0,0
Magdalen College,www.magdalen.edu/,NA,0.4444,0,0
New England College,www.nec.edu/,NA,0.9574,0,0
Southern New Hampshire University,www.snhu.edu/,NA,0.9612,0,1
New Hampshire Institute for Therapeutic Arts,www.nhita.com/,NA,NA,0,1
University of New Hampshire-Main Campus,www.unh.edu/,1229,0.8687,1,0
Keene State College,www.keene.edu/,NA,0.8909,1,0
University of New Hampshire at Manchester,manchester.unh.edu/,1140,0.8733,1,1
Plymouth State University,www.plymouth.edu/,NA,0.9103,1,0
NHTI-Concord's Community College,https://www.nhti.edu/,NA,NA,1,0
White Mountains Community College,www.wmcc.edu/,NA,NA,1,0
River Valley Community College,https://www.rivervalley.edu/,NA,NA,1,0
Lakes Region Community College,www.lrcc.edu/,NA,NA,1,0
Manchester Community College,www.mccnh.edu/,NA,NA,1,1
Nashua Community College,nashuacc.edu/,NA,NA,1,1
Great Bay Community College,https://www.greatbay.edu/,NA,NA,1,1
Paul Mitchell the School-Portsmouth,paulmitchell.edu/portsmouth,NA,NA,0,1
Rivier University,www.rivier.edu/,NA,0.8176,0,1
Saint Anselm College,https://www.anselm.edu/,1183,0.7832,0,1
St Joseph School of Nursing,www.sjson.edu/,NA,NA,0,1
University of New Hampshire College of Professional Studies Online,https://cps.unh.edu/online,NA,NA,1,1
Thomas More College of Liberal Arts,www.thomasmorecollege.edu/,NA,NA,0,1
Eastwick College-Hackensack,www.eastwickcollege.edu/,NA,NA,0,1
Assumption College for Sisters,www.acs350.org/,NA,NA,0,1
Atlantic Cape Community College,atlanticcape.edu/,NA,NA,1,0
Fortis Institute-Wayne,https://www.fortis.edu/,NA,NA,0,1
Bergen Community College,https://www.bergen.edu/,NA,NA,1,1
Berkeley College-Woodland Park,https://berkeleycollege.edu/,NA,NA,0,1
Beth Medrash Govoha,yeshivanotices.org/,NA,NA,0,1
Bloomfield College,www.bloomfield.edu/,NA,0.6723,0,1
Brookdale Community College,https://www.brookdalecc.edu/,NA,NA,1,1
Rowan College at Burlington County,www.rcbc.edu/,NA,NA,1,1
Caldwell University,www.caldwell.edu/,NA,0.654,0,1
Camden County College,https://www.camdencc.edu/,NA,NA,1,1
Centenary University,www.centenaryuniversity.edu/,NA,0.9668,0,1
Adult and Continuing Education-BCTS,www.bergen.org/site/Default.aspx?PageID=4343,NA,NA,1,1
Lincoln Technical Institute-Iselin,www.lincolntech.edu/campus/edison-nj,NA,NA,0,1
American Institute-Clifton,www.americaninstitute.edu/,NA,NA,0,1
County College of Morris,www.ccm.edu/,NA,NA,1,1
Rowan College of South Jersey-Cumberland Campus,https://rcsj.edu/,NA,NA,1,1
Drew University,www.drew.edu/,1247,0.6944,0,1
Lincoln Technical Institute-South Plainfield,www.lincolntech.edu/campus/south-plainfield-nj,NA,NA,0,1
Essex County College,www.essex.edu/,NA,NA,1,1
Empire Beauty School-Union,www.empire.edu/,NA,NA,0,1
Fairleigh Dickinson University-Metropolitan Campus,https://www.fdu.edu/,NA,0.9591,0,1
Felician University,https://www.felician.edu/,1020,0.9401,0,1
Fairleigh Dickinson University-Florham Campus,https://www.fdu.edu/,NA,0.9527,0,1
Hohokus School of Trade and Technical Sciences,www.hohokus.edu/,NA,NA,0,1
Georgian Court University,https://georgian.edu/,NA,0.7052,0,1
Rowan University,https://www.rowan.edu/,1216,0.7782,1,1
Rowan College of South Jersey-Gloucester Campus,rcsj.edu/,NA,NA,1,1
Empire Beauty School-Cherry Hill,www.empire.edu/,NA,NA,0,1
Eastwick College-Ramsey,www.eastwickcollege.edu/,NA,NA,0,1
Holy Name Medical Center-Sister Claire Tynan School of Nursing,holyname.org/SchoolofNursing,NA,0.25,0,1
Hudson County Community College,www.hccc.edu/,NA,NA,1,1
New Jersey City University,www.njcu.edu/,NA,0.8918,1,1
Kean University,https://www.kean.edu/,1150,0.7688,1,1
Lincoln Technical Institute-Union,www.lincolntech.edu/campus/union-nj,NA,NA,0,1
Rizzieri Aveda School for Beauty and Wellness,www.rizzierischools.com/,NA,NA,0,1
Mercer County Community College,www.mccc.edu/,NA,NA,1,0
Middlesex College,www.middlesexcollege.edu/,NA,NA,1,1
Monmouth University,https://www.monmouth.edu/,1204,0.8954,0,1
Montclair State University,www.montclair.edu/,1080,0.8741,1,1
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,www.jfkmuhlenbergschools.org/,NA,0.9622,0,1
Eastwick College-Nutley,www.eastwickcollege.edu/,NA,NA,0,1
New Brunswick Theological Seminary,www.nbts.edu/,NA,NA,0,1
Robert Fiance Beauty Schools-West New York,www.robertfiance.edu/,NA,NA,0,1
New Jersey Institute of Technology,https://www.njit.edu/,1336,0.669,1,1
Ocean County College,www.ocean.edu/,NA,NA,1,1
P B Cosmetology Education Center,www.pbbeautyschool.com/,NA,NA,0,1
Parisian Beauty School,paulmitchell.edu/hackensack,NA,NA,0,1
Passaic County Community College,https://web.pccc.edu/,NA,NA,1,1
Pennco Tech-Blackwood,https://www.penncotech.edu/,NA,NA,0,1
Princeton Theological Seminary,www.ptsem.edu/,NA,NA,0,1
Princeton University,www.princeton.edu/,1535,0.045,0,1
Rabbinical College of America,www.rca.edu/,NA,0.8714,0,1
Ramapo College of New Jersey,www.ramapo.edu/,1190,0.7322,1,1
Robert Fiance Beauty Schools,www.robertfiance.edu/,NA,NA,0,1
Rider University,www.rider.edu/,1219,0.794,0,1
Rutgers University-Camden,https://camden.rutgers.edu/,1118,0.7775,1,1
Rutgers University-New Brunswick,https://newbrunswick.rutgers.edu/,1383,0.6535,1,1
Rutgers University-Newark,https://www.newark.rutgers.edu/,NA,0.7873,1,1
Capital Health School of Radiologic Technology,www.capitalhealth.org/professionals/school-of-radiologic-technology,NA,NA,0,1
Capital Health School of Nursing,www.capitalhealth.org/professionals/school-of-nursing,NA,NA,0,1
Saint Peter's University,www.saintpeters.edu/,NA,0.9053,0,1
Salem Community College,https://www.salemcc.edu/,NA,NA,1,1
Seton Hall University,https://www.shu.edu/,1308,0.789,0,1
Shore Beauty School,https://www.shorebeautyschool.edu/,NA,NA,0,1
Saint Elizabeth University,www.steu.edu/,NA,0.7721,0,1
Raritan Valley Community College,https://www.raritanval.edu/,NA,NA,1,0
Stevens Institute of Technology,www.stevens.edu/,1447,0.4344,0,1
Stockton University,https://www.stockton.edu/,1171,0.8817,1,0
Talmudical Academy-New Jersey,https://talmudicalacademynj.com/,NA,0.4167,0,1
Aviation Institute of Maintenance-Teterboro,aviationmaintenance.edu/campuses/teterboro-nj,NA,NA,0,1
Thomas Edison State University,www.tesu.edu/,NA,NA,1,1
The College of New Jersey,https://www.tcnj.edu/,1247,0.6214,1,1
UCNJ Union College of Union County NJ,https://www.ucc.edu/,NA,NA,1,1
William Paterson University of New Jersey,www.wpunj.edu/,NA,0.9252,1,1
Olympian Academy of Cosmetology,https://olympianacademy.edu/,NA,NA,0,1
Central New Mexico Community College,https://www.cnm.edu/,NA,NA,1,1
Navajo Technical University,www.navajotech.edu/,NA,NA,1,0
New Mexico State University-Dona Ana,dacc.nmsu.edu/,NA,NA,1,1
Clovis Community College,www.clovis.edu/,NA,NA,1,0
Eastern New Mexico University-Main Campus,www.enmu.edu/,965,0.5492,1,0
Eastern New Mexico University-Roswell Campus,www.roswell.enmu.edu/,NA,NA,1,0
Institute of American Indian and Alaska Native Culture and Arts Development,https://iaia.edu/,NA,1,1,0
New Mexico Highlands University,www.nmhu.edu/,NA,NA,1,0
New Mexico Junior College,www.nmjc.edu/,NA,NA,1,0
New Mexico Military Institute,https://www.nmmi.edu/,NA,0.5776,1,0
University of New Mexico-Gallup Campus,www.gallup.unm.edu/,NA,NA,1,0
New Mexico Institute of Mining and Technology,www.nmt.edu/,1182,0.5396,1,0
University of New Mexico-Los Alamos Campus,losalamos.unm.edu/,NA,NA,1,0
University of New Mexico-Main Campus,www.unm.edu/,1047,0.9545,1,1
New Mexico State University-Alamogordo,alamogordo.nmsu.edu/,NA,NA,1,0
Southeast New Mexico College,senmc.edu/,NA,NA,1,0
New Mexico State University-Grants,grants.nmsu.edu/,NA,NA,1,0
New Mexico State University-Main Campus,www.nmsu.edu/,1004,0.7573,1,1
University of New Mexico-Valencia County Campus,valencia.unm.edu/,NA,NA,1,0
Northern New Mexico College,https://nnmc.edu/,NA,NA,1,0
San Juan College,www.sanjuancollege.edu/,NA,NA,1,0
Santa Fe Community College,https://www.sfcc.edu/,NA,NA,1,0
University of the Southwest,https://www.usw.edu/,NA,NA,0,0
Southwestern College,www.swc.edu/,NA,NA,0,1
Southwestern Indian Polytechnic Institute,www.sipi.edu/,NA,NA,1,1
University of New Mexico-Taos Campus,taos.unm.edu/,NA,NA,1,0
Mesalands Community College,www.mesalands.edu/,NA,NA,1,0
Vogue College of Cosmetology-Santa Fe,vogue.edu/,NA,NA,0,1
Western New Mexico University,www.wnmu.edu/,NA,NA,1,0
Vaughn College of Aeronautics and Technology,www.vaughn.edu/,NA,NA,0,1
Adelphi University,www.adelphi.edu/,1224,0.7751,0,1
SUNY Adirondack,www.sunyacc.edu/,NA,NA,1,1
Bryant & Stratton College-Albany,https://www.bryantstratton.edu/,NA,NA,0,1
Albany College of Pharmacy and Health Sciences,www.acphs.edu/,1280,0.5908,0,1
Albany Law School,www.albanylaw.edu/,NA,NA,0,1
Albany Medical College,www.amc.edu/,NA,NA,0,1
Alfred University,www.alfred.edu/,1205,0.4833,0,0
Allen School-Brooklyn,www.allenschool.edu/,NA,NA,0,1
The Ailey School,www.theaileyschool.edu/,NA,0.4918,0,1
American Academy of Dramatic Arts-New York,www.aada.edu/,NA,0.8135,0,1
American Academy McAllister Institute of Funeral Service,www.funeraleducation.org/,NA,NA,0,1
American Musical and Dramatic Academy,www.amda.edu/,NA,0.2471,0,1
Apex Technical School,www.apexschool.com/,NA,NA,0,1
Arnot Ogden Medical Center,www.arnothealth.org/,NA,1,0,1
Associated Beth Rivkah Schools,https://www.bethrivkah.edu/dhl,NA,1,0,1
Bank Street College of Education,www.bankstreet.edu/,NA,NA,0,1
Bard College,www.bard.edu/,1387,0.5229,0,0
Barnard College,www.barnard.edu/,1500,0.0796,0,1
Berk Trade and Business School,www.berktradeschool.com/,NA,NA,0,1
Berkeley College-New York,https://berkeleycollege.edu/,NA,NA,0,1
Berkowits School of Electrolysis,estheticsschoolny.com/,NA,NA,0,1
Beth Hamedrash Shaarei Yosher Institute,bhsy.edu/,NA,0.9032,0,1
Mount Sinai Phillips School of Nursing,www.pson.edu/,NA,NA,0,1
Brittany Beauty Academy,brittanyacademy.edu/,NA,NA,0,1
Boricua College,https://www.boricuacollege.edu/,NA,NA,0,1
Brittany Beauty Academy,https://brittanyacademy.edu/,NA,NA,0,1
American Beauty School,www.americanbeautyschool.edu/,NA,NA,0,1
Brooklyn Law School,www.brooklaw.edu/,NA,NA,0,1
SUNY Broome Community College,www.sunybroome.edu/,NA,NA,1,1
Bryant & Stratton College-Syracuse North,https://www.bryantstratton.edu/,NA,NA,0,1
Bryant & Stratton College-Buffalo,https://www.bryantstratton.edu/,NA,NA,0,1
Bryant & Stratton College-Greece,https://www.bryantstratton.edu/,NA,NA,0,1
Canisius University,https://www.canisius.edu/,NA,0.8177,0,1
Capri Cosmetology Learning Centers,caprinow.edu/,NA,NA,0,1
St Paul's School of Nursing-Queens,https://www.stpaulsschoolofnursing.edu/,NA,NA,0,1
Cayuga County Community College,https://www.cayuga-cc.edu/,NA,NA,1,0
Central Yeshiva Tomchei Tmimim Lubavitz,https://cyttl.edu/,NA,0.8846,0,1
Christine Valmy International School for Esthetics Skin Care & Makeup,https://www.christinevalmy.com/,NA,NA,0,1
Circle in the Square Theatre School,www.circlesquare.org/,NA,0.0377,0,1
Clarkson University,https://www.clarkson.edu/,1307,0.7716,0,0
Clinton Community College,https://www.clinton.edu/,NA,NA,1,0
Cochran School of Nursing,www.cochranschoolofnursing.us/,NA,NA,0,1
Colgate Rochester Crozer Divinity School,https://www.crcds.edu/,NA,NA,0,1
Colgate University,https://www.colgate.edu/,1480,0.1195,0,0
Metropolitan College of New York,https://www.mcny.edu/,NA,0.7654,0,1
Columbia University in the City of New York,www.columbia.edu/,1547,0.0423,0,1
Columbia-Greene Community College,https://www.sunycgcc.edu/,NA,NA,1,0
Empire Beauty School-Queens,www.empire.edu/,NA,NA,0,1
Continental School of Beauty Culture-Rochester,continentalschoolofbeauty.edu/,NA,NA,0,1
The Cooper Union for the Advancement of Science and Art,https://www.cooper.edu/,1480,0.1905,0,1
Cornell University,www.cornell.edu/,1520,0.0816,0,1
Weill Medical College of Cornell University,https://weill.cornell.edu/,NA,NA,0,1
SUNY Corning Community College,https://www.corning-cc.edu/,NA,NA,1,0
Pomeroy College of Nursing at Crouse Hospital,www.crouse.org/nursing,NA,0.4,0,1
Culinary Institute of America,www.ciachef.edu/,1089,0.9176,0,1
CUNY Bernard M Baruch College,www.baruch.cuny.edu/,1310,0.5048,1,1
CUNY Borough of Manhattan Community College,www.bmcc.cuny.edu/,NA,NA,1,1
CUNY Bronx Community College,www.bcc.cuny.edu/,NA,NA,1,1
CUNY Brooklyn College,www.brooklyn.cuny.edu/,1310,0.5366,1,1
College of Staten Island CUNY,www.csi.cuny.edu/,NA,NA,1,1
CUNY City College,www.ccny.cuny.edu/,1340,0.5807,1,1
CUNY Graduate School and University Center,www.gc.cuny.edu/,NA,0.3861,1,1
CUNY Hostos Community College,www.hostos.cuny.edu/,NA,NA,1,1
CUNY Hunter College,www.hunter.cuny.edu/,1350,0.5405,1,1
CUNY John Jay College of Criminal Justice,www.jjay.cuny.edu/,1140,0.5722,1,1
CUNY Kingsborough Community College,www.kbcc.cuny.edu/,NA,NA,1,1
CUNY LaGuardia Community College,www.lagcc.cuny.edu/,NA,NA,1,1
CUNY Lehman College,www.lehman.edu/,1010,0.5543,1,1
CUNY Medgar Evers College,https://www.mec.cuny.edu/,980,0.8339,1,1
CUNY New York City College of Technology,www.citytech.cuny.edu/,1040,0.8074,1,1
CUNY Queens College,https://www.qc.cuny.edu/,1210,0.6852,1,1
CUNY Queensborough Community College,www.qcc.cuny.edu/,NA,NA,1,1
CUNY School of Law,https://www.law.cuny.edu/,NA,NA,1,1
CUNY York College,www.york.cuny.edu/,1100,0.5942,1,1
CVPH Medical Center School of Radiologic Technology,www.cvph.org/Residency-and-Education/School-of-Radiology/,NA,0.4118,0,0
D'Youville  University,www.dyu.edu/,1040,0.8235,0,1
Daemen University,www.daemen.edu/,NA,0.7616,0,1
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,https://www.yofr.org/,NA,0.88,0,1
Dominican University New York,www.duny.edu/,1160,0.7883,0,1
Dutchess Community College,https://www.sunydutchess.edu/,NA,NA,1,1
Belanger School of Nursing,www.ellismedicine.org/school-of-nursing/,NA,0.8284,0,1
Elmira College,https://www.elmira.edu/,1239,0.908,0,1
Erie Community College,www.ecc.edu/,NA,NA,1,1
Fashion Institute of Technology,www.fitnyc.edu/,NA,0.5761,1,1
Finger Lakes Community College,www.flcc.edu/,NA,NA,1,0
Five Towns College,www.ftc.edu/,NA,0.7203,0,1
Fordham University,https://www.fordham.edu/,1412,0.5628,0,1
Fulton-Montgomery Community College,www.fmcc.edu/,NA,NA,1,0
Gemological Institute of America-New York,www.gia.edu/gem-education,NA,NA,0,1
Genesee Community College,https://www.genesee.edu/,NA,NA,1,0
Hamilton College,https://www.hamilton.edu/,1487,0.1177,0,1
Hartwick College,www.hartwick.edu/,1170,0.687,0,0
Helene Fuld College of Nursing,https://www.helenefuld.edu/,NA,0.2381,0,1
Herkimer County Community College,www.herkimer.edu/,NA,NA,1,0
Hilbert College,www.hilbert.edu/,1060,0.9802,0,1
Hobart William Smith Colleges,www.hws.edu/,1296,0.5728,0,0
Hofstra University,www.hofstra.edu/,1294,0.7059,0,1
Houghton University,www.houghton.edu/,1297,0.927,0,0
Hudson Valley Community College,www.hvcc.edu/,NA,NA,1,1
Hunter Business School,hunterbusinessschool.edu/,NA,NA,0,1
Iona University,www.iona.edu/,1167,0.9114,0,1
Isabella Graham Hart School of Practical Nursing,www.rochesterregional.org/for-healthcare-professionals/residency-training-programs/igh-school-of-practical-nursing/,NA,0.9615,0,1
Island Drafting and Technical Institute,https://www.idti.edu/,NA,NA,0,1
Ithaca College,www.ithaca.edu/,1285,0.6994,0,1
Jamestown Community College,https://www.sunyjcc.edu/,NA,NA,1,0
Jamestown Business College,www.jbc.edu/,NA,0.8582,0,0
Jefferson Community College,https://www.sunyjefferson.edu/,NA,NA,1,1
Jewish Theological Seminary of America,www.jtsa.edu/,1507,0.4507,0,1
The Juilliard School,www.juilliard.edu/,NA,0.0896,0,1
Kehilath Yakov Rabbinical Seminary,kehilathyakov.com/,NA,NA,0,0
Keuka College,https://www.keuka.edu/,1090,0.9388,0,0
LIM College,www.limcollege.edu/,1090,0.9875,0,1
Le Moyne College,www.lemoyne.edu/,1260,0.7529,0,1
Long Island University,www.liu.edu/,1259,0.8977,0,1
Long Island Beauty School-Hempstead,www.libs.edu/,NA,NA,0,1
Long Island Business Institute,www.libi.edu/,NA,0.7324,0,1
Machzikei Hadath Rabbinical College,https://mhrc.edu/,NA,0.95,0,1
Mandl School-The College of Allied Health,www.mandl.edu/,NA,NA,0,1
Manhattan College,www.manhattan.edu/,1254,0.7849,0,1
Manhattan School of Music,www.msmnyc.edu/,NA,0.3994,0,1
Manhattanville College,https://www.mville.edu/,NA,0.8466,0,1
Maria College of Albany,www.mariacollege.edu/,1040,0.6094,0,1
Marion S Whelan School of Nursing of Geneva General Hospital,www.mswspn.com/,NA,1,0,0
Marist College,www.marist.edu/,1285,0.6471,0,1
Marymount Manhattan College,www.mmm.edu/,1226,0.7888,0,1
St. Peter's Hospital College of Nursing,https://www.sphp.com/careers/schools-of-nursing/,NA,1,0,1
Memorial Hospital School of Radiation Therapy Technology,www.mskcc.org/mskcc/html/13431.cfm,NA,NA,0,1
Mercy University,https://www.mercy.edu/,NA,0.8547,0,1
Mesivta Torah Vodaath Rabbinical Seminary,independentrabbinicalcolleges.org/index.html,NA,0.8974,0,1
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,https://mesivtaofeasternparkway.com/,NA,0.625,0,1
Mesivtha Tifereth Jerusalem of America,mtj.edu/,NA,0.6087,0,1
Mildred Elley School-Albany Campus,www.mildred-elley.edu/,NA,NA,0,1
Mirrer Yeshiva Cent Institute,www.mirreryeshiva.com/,NA,0.7778,0,1
Modern Welding School,modernwelding.com/,NA,NA,0,1
Mohawk Valley Community College,www.mvcc.edu/,NA,NA,1,1
Molloy College,www.molloy.edu/,1193,0.7564,0,1
Monroe College,www.monroecollege.edu/,NA,0.6588,0,1
Monroe Community College,www.monroecc.edu/,NA,NA,1,1
Mount Saint Mary College,www.msmc.edu/,1160,0.8246,0,1
Montefiore School of Nursing,montefiorenewrochelle.org/school-of-nursing,NA,NA,0,1
