INSTNM,INSTURL,SAT_AVG,ADM_RATE,IS_PUBLIC,IS_CITY
Phagans Medford Beauty School,www.phagans-schools.com/,NA,NA,0,1
Northwest College-Clackamas,www.nwcollege.edu/,NA,NA,0,1
Mount Angel Seminary,https://www.mountangelabbey.org/seminary,NA,1,0,0
Mt Hood Community College,www.mhcc.edu/,NA,NA,1,1
Multnomah University,https://www.multnomah.edu/,NA,0.4984,0,1
National University of Natural Medicine,https://www.nunm.edu/,NA,NA,0,1
Bushnell University,www.bushnell.edu/,1120,0.6636,0,1
Oregon Health & Science University,www.ohsu.edu/,NA,NA,1,1
Oregon Institute of Technology,https://www.oit.edu/,1165,0.9167,1,0
Oregon State University,https://oregonstate.edu/,NA,0.7885,1,1
University of Oregon,https://www.uoregon.edu/,1257,0.8511,1,1
Pacific Northwest College of Art,willamette.edu/pnca/index.html,NA,0.6854,0,1
Pacific University,https://www.pacificu.edu/,1123,0.9176,0,1
Phagans Beauty College,www.phagans-schools.com/,NA,NA,0,1
Phagans Central Oregon Beauty College,www.phagans-schools.com/,NA,NA,0,1
Phagans School of Beauty,www.phagans-schools.com/,NA,NA,0,1
Phagans School of Hair Design,https://www.phagans.com/,NA,NA,0,1
Summit Salon Academy-Portland,www.summitsalonacademyportland.com/,NA,NA,0,1
Portland Community College,www.pcc.edu/,NA,NA,1,1
Portland State University,www.pdx.edu/,NA,0.9091,1,1
University of Portland,https://www.up.edu/,1277,0.9539,0,1
Reed College,https://www.reed.edu/,1420,0.2716,0,1
Rogue Community College,www.roguecc.edu/,NA,NA,1,1
Southern Oregon University,www.sou.edu/,NA,0.8266,1,1
Southwestern Oregon Community College,www.socc.edu/,NA,NA,1,0
Treasure Valley Community College,https://www.tvcc.cc/,NA,NA,1,0
Umpqua Community College,https://www.umpqua.edu/,NA,NA,1,0
Warner Pacific University,https://www.warnerpacific.edu/,NA,0.5855,0,1
Corban University,https://www.corban.edu/,NA,0.8974,0,1
Western Seminary,www.westernseminary.edu/,NA,NA,0,1
Willamette University,www.willamette.edu/,1339,0.7911,0,1
Western Oregon University,https://wou.edu/,1057,0.9869,1,0
University of Western States,https://www.uws.edu/,NA,NA,0,1
Bryn Athyn College of the New Church,www.brynathyn.edu/,1174,0.742,0,1
Academy of Vocal Arts,www.avaopera.org/,NA,NA,0,1
Albright College,www.albright.edu/home/,NA,0.8615,0,1
All-State Career School,www.allstatecareer.edu/,NA,NA,0,1
Community College of Allegheny County,https://www.ccac.edu/,NA,NA,1,1
Allegheny College,https://allegheny.edu/,1292,0.5853,0,0
The  Beauty Institute,https://www.thebeautyinstituteskp.edu/,NA,NA,0,1
DeSales University,www.desales.edu/,1199,0.7858,0,1
Altoona Beauty School Inc,www.altoonabeautyschool.com/,NA,NA,0,1
Alvernia University,https://www.alvernia.edu/,1160,0.6232,0,1
The Beauty Institute-Ambler,ambler.thebeautyinstituteskp.edu/,NA,NA,0,1
American College of Financial Services,https://www.theamericancollege.edu/,NA,NA,0,1
Automotive Training Center-Exton,www.autotraining.edu/,NA,NA,0,1
Clarks Summit University,https://www.clarkssummitu.edu/,NA,0.901,0,1
Community College of Beaver County,https://www.ccbc.edu/,NA,NA,1,1
Arcadia University,https://www.arcadia.edu/,1210,0.7919,0,1
Missio Theological Seminary,www.missio.edu/,NA,NA,0,1
Bryn Mawr College,www.brynmawr.edu/,1404,0.3106,0,1
Bucknell University,www.bucknell.edu/,1389,0.3201,0,0
Bucks County Community College,www.bucks.edu/,NA,NA,1,0
Bucks County School of Beauty Culture Inc,www.bcsbc.edu/,NA,NA,0,1
Butler Beauty Academy,beautyacademies.net/,NA,NA,0,0
Butler County Community College,https://www.bc3.edu/,NA,NA,1,0
Cabrini University,www.cabrini.edu/,1145,0.6919,0,1
Carlow University,www.carlow.edu/,NA,0.871,0,1
Carnegie Mellon University,www.cmu.edu/,1545,0.114,0,1
Cedar Crest College,www.cedarcrest.edu/,1070,0.9913,0,1
Central Penn College,https://www.centralpenn.edu/,NA,0.2593,0,1
Chatham University,www.chatham.edu/,1205,0.7011,0,1
Chestnut Hill College,www.chc.edu/,NA,0.7913,0,1
Cheyney University of Pennsylvania,https://www.cheyney.edu/,NA,NA,1,0
Citizens School of Nursing,https://www.ahn.org/education/citizens-school-nursing,NA,1,0,1
DLP Conemaugh Memorial Medical Center,www.conemaugh.org/education,1040,0.4333,0,1
Curtis Institute of Music,www.curtis.edu/,NA,0.0695,0,1
Delaware County Community College,www.dccc.edu/,NA,NA,1,1
Delaware Valley University,www.delval.edu/,1180,0.92490000000000006,0,1
Dickinson College,https://www.dickinson.edu/,NA,0.4308,0,1
Douglas Education Center,www.dec.edu/,NA,NA,0,0
Drexel University,https://drexel.edu/,1337,0.7753,0,1
Duquesne University,www.duq.edu/,1257,0.7885,0,1
East Stroudsburg University of Pennsylvania,https://www.esu.edu/,1078,0.9288,1,0
Eastern University,https://www.eastern.edu/about/student-consumer-information,NA,0.9362,0,1
Elizabethtown College,www.etown.edu/,1190,0.7677,0,1
Empire Beauty School-Lebanon,www.empire.edu/,NA,NA,0,1
Empire Beauty School-York,www.empire.edu/,NA,NA,0,1
Empire Beauty School-Lancaster,www.empire.edu/,NA,NA,0,1
Empire Beauty School-Shamokin Dam,www.empire.edu/,NA,NA,0,0
Empire Beauty School-Pottsville,www.empire.edu/,NA,NA,0,0
Empire Beauty  School-Lehigh Valley,www.empire.edu/,NA,NA,0,1
Empire Beauty School-Gwinnett,www.empire.edu/,NA,NA,0,1
Empire Beauty School-Wyoming Valley,www.empire.edu/,NA,NA,0,1
Empire Beauty School-Harrisburg,www.empire.edu/,NA,NA,0,1
Empire Beauty School-Reading,www.empire.edu/,NA,NA,0,1
Erie Institute of Technology Inc,www.erieit.edu/,NA,NA,0,1
Franklin and Marshall College,www.fandm.edu/,1394,0.3183,0,1
Gannon University,www.gannon.edu/,NA,0.767,0,1
Geneva College,www.geneva.edu/,NA,NA,0,1
Gettysburg College,https://www.gettysburg.edu/,1350,0.4751,0,0
Empire Beauty School-NE Philadelphia,www.empire.edu/,NA,NA,0,1
Gratz College,https://www.gratz.edu/,NA,NA,0,1
Grove City College,www.gcc.edu/,1261,0.734,0,0
Gwynedd Mercy University,https://www.gmercyu.edu/,1110,0.9361,0,1
Harcum College,https://www.harcum.edu/s/1044/edu/start.aspx,NA,NA,0,1
Harrisburg Area Community College,www.hacc.edu/,NA,NA,1,1
Haverford College,https://www.haverford.edu/,1498,0.1291,0,1
Commonwealth Technical Institute,www.dli.pa.gov/Individuals/Disability-Services/CTI-HGAC/Pages/Home.aspx,NA,NA,0,1
Holy Family University,https://www.holyfamily.edu/,1030,0.7422,0,1
Immaculata University,www.immaculata.edu/,1163,0.7845,0,1
Indiana University of Pennsylvania-Main Campus,www.iup.edu/,1052,0.912,1,0
UPMC Jameson School of Nursing,www.upmc.com/healthcare-professionals/education/schools-of-nursing/campuses/jameson,NA,0.7414,0,0
Great Lakes Institute of Technology,www.glit.edu/,NA,NA,0,1
Johnson College,www.johnson.edu/,1020,0.965,0,1
Juniata College,www.juniata.edu/,1185,0.7165,0,0
Keystone College,https://www.keystone.edu/,1030,0.796,0,1
King's College,www.kings.edu/,1150,0.932,0,1
Butler Beauty Academy-Kittanning Beauty Academy,beautyacademies.net/,NA,NA,0,0
Kutztown University of Pennsylvania,https://www.kutztown.edu/,1170,0.9483,1,0
La Roche University,www.laroche.edu/,1140,0.7761,0,1
La Salle University,www.lasalle.edu/,NA,0.8619,0,1
Lackawanna College,https://www.lackawanna.edu/,NA,NA,0,1
Lafayette College,https://www.lafayette.edu/,1419,0.3147,0,1
Lancaster Bible College,https://www.lbc.edu/,1161,0.9519,0,1
Lancaster Theological Seminary,www.lancasterseminary.edu/,NA,NA,0,1
Lancaster School of Cosmetology & Therapeutic Bodywork,lancasterschoolofcosmetology.com/,NA,NA,0,1
Lansdale School of Business,www.lsb.edu/,NA,NA,0,1
Lansdale School of Cosmetology Inc,www.lansdalecosmetology.com/,NA,NA,0,1
Lebanon Valley College,www.lvc.edu/,1190,0.7453,0,1
Lehigh Carbon Community College,www.lccc.edu/,NA,NA,1,0
Miller-Motte College-Berks Technical Institute,https://www.berks.edu/,NA,NA,0,1
Lehigh University,www.lehigh.edu/,1432,0.2926,0,1
Lincoln Technical Institute-Allentown,www.lincolntech.edu/campus/allentown-pa,NA,NA,0,1
Lincoln Technical Institute-Philadelphia,www.lincolntech.edu/campus/philadelphia-pa,NA,NA,0,1
Lincoln University,www.lincoln.edu/,984,0.7837,1,1
UPMC St. Margaret School of Nursing,https://www.upmc.com/stmargson,NA,0.8571,0,1
United Lutheran Seminary,https://www.unitedlutheranseminary.edu/,NA,NA,0,0
Luzerne County Community College,www.luzerne.edu/,NA,NA,1,1
Lycoming College,https://www.lycoming.edu/,1169,0.6788,0,1
Manor College,www.manor.edu/,820,0.9576,0,1
Marywood University,https://www.marywood.edu/,1153,0.8371,0,1
Vet Tech Institute,vti.edu/,NA,0.7282,0,1
Roxborough Memorial Hospital School of Nursing,www.roxboroughmemorial.com/,NA,NA,0,1
Mercyhurst University,www.mercyhurst.edu/,NA,0.8323,0,1
Messiah University,www.messiah.edu/,1214,0.7848,0,1
ASPIRA City College,https://aspiracitycollege.edu/,NA,1,0,1
Millersville University of Pennsylvania,www.millersville.edu/,1120,0.8941,1,1
Misericordia University,www.misericordia.edu/,NA,0.8489,0,1
Montgomery County Community College,www.mc3.edu/,NA,NA,1,1
Moore College of Art and Design,www.moore.edu/,1303,0.6051,0,1
Moravian University,www.moravian.edu/,1154,0.54,0,1
Mount Aloysius College,www.mtaloy.edu/,1034,0.9041,0,0
Muhlenberg College,www.muhlenberg.edu/,1327,0.6401,0,1
Neumann University,www.neumann.edu/,NA,0.764,0,1
New Castle School of Trades,https://www.ncstrades.edu/,NA,NA,0,0
Northampton County Area Community College,www.northampton.edu/,NA,NA,1,1
Heritage Valley Health System School of Nursing,www.heritagevalley.org/,NA,0.4128,0,1
Orleans Technical College,https://www.orleanstech.edu/,NA,0.5039,0,1
Salus University,https://www.salus.edu/,NA,NA,0,1
Pennsylvania Institute of Technology,www.pit.edu/,NA,NA,0,1
Pennsylvania State University-Penn State Erie-Behrend College,https://behrend.psu.edu/,1213,0.9571,1,1
Pennsylvania State University-Penn State Great Valley,https://greatvalley.psu.edu/,NA,NA,1,1
Pennsylvania State University-Penn State New Kensington,https://newkensington.psu.edu/,1133,0.9331,1,0
Pennsylvania State University-Penn State Shenango,https://shenango.psu.edu/,1170,0.9091,1,0
Pennsylvania State University-Penn State Wilkes-Barre,https://wilkesbarre.psu.edu/,1145,0.9453,1,0
Pennsylvania State University-Penn State Scranton,https://scranton.psu.edu/,1190,0.9487,1,1
Pennsylvania State University-Penn State Lehigh Valley,https://lehighvalley.psu.edu/,1212,0.9421,1,1
Pennsylvania State University-Penn State Altoona,https://altoona.psu.edu/,1163,0.9731,1,1
Pennsylvania State University-Penn State Beaver,https://beaver.psu.edu/,1191,0.922,1,1
Pennsylvania State University-Penn State Berks,https://berks.psu.edu/,1219,0.9713,1,1
Pennsylvania State University-Penn State Harrisburg,https://harrisburg.psu.edu/,1218,0.9639,1,1
Pennsylvania State University-Penn State Brandywine,https://www.brandywine.psu.edu/,1211,0.9533,1,1
Pennsylvania State University-Penn State DuBois,https://dubois.psu.edu/,1130,0.9252,1,0
Pennsylvania State University-Penn State Fayette- Eberly,https://fayette.psu.edu/,1160,0.9166,1,0
Pennsylvania State University-Penn State Hazleton,https://hazleton.psu.edu/,1200,0.9104,1,1
Pennsylvania State University-Main Campus,https://www.psu.edu/,1316,0.5422,1,1
Pennsylvania State University-Penn State Greater Allegheny,https://greaterallegheny.psu.edu/,1125,0.9466,1,1
Pennsylvania State University-Penn State Mont Alto,https://montalto.psu.edu/,1170,0.903,1,0
Pennsylvania State University-Penn State Abington,https://www.abington.psu.edu/,1179,0.9203,1,1
Pennsylvania State University-Penn State Schuylkill,https://schuylkill.psu.edu/,1060,0.9105,1,0
Pennsylvania State University-Penn State York,https://www.york.psu.edu/,1170,0.922,1,1
Peirce College,https://www.peirce.edu/,NA,NA,0,1
Penn Commercial Business/Technical School,www.penncommercial.edu/,NA,0.7333,0,1
Pennco Tech-Bristol,https://www.penncotech.edu/,NA,NA,0,1
Pennsylvania Academy of the Fine Arts,https://www.pafa.org/,NA,0.875,0,1
Pennsylvania Gunsmith School,https://pagunsmith.edu/,NA,NA,0,1
Cortiva Institute,www.cortiva.edu/,NA,NA,0,1
Pennsylvania College of Art and Design,pcad.edu/,NA,0.4594,0,1
University of Pennsylvania,www.upenn.edu/,1545,0.0587,0,1
University of the Arts,https://www.uarts.edu/,NA,0.782,0,1
Cairn University-Langhorne,www.cairn.edu/,1154,0.8356,0,1
Philadelphia College of Osteopathic Medicine,www.pcom.edu/,NA,NA,0,1
Community College of Philadelphia,www.ccp.edu/,NA,NA,1,1
University of Pittsburgh-Bradford,https://www.upb.pitt.edu/,1168,0.9081,1,0
University of Pittsburgh-Greensburg,www.greensburg.pitt.edu/,1172,0.9792,1,1
University of Pittsburgh-Johnstown,www.upj.pitt.edu/,1158,0.959,1,1
University of Pittsburgh-Pittsburgh Campus,www.pitt.edu/,1371,0.497,1,1
University of Pittsburgh-Titusville,www.titusville.pitt.edu/home,NA,0.4464,1,0
Pittsburgh Institute of Aeronautics,www.pia.edu/,NA,NA,0,1
Pittsburgh Institute of Mortuary Science Inc,www.pims.edu/,NA,0.4898,0,1
Pittsburgh Technical College,www.ptcollege.edu/,NA,NA,0,1
Pittsburgh Theological Seminary,https://www.pts.edu/,NA,NA,0,1
Point Park University,www.pointpark.edu/,1142,0.9788,0,1
Joseph F McCloskey School of Nursing,www.lvhn.org/education/joseph-f-mccloskey-school-nursing,NA,NA,0,0
The Salon Professional Academy-Altoona,www.tspaaltoona.com/,NA,NA,0,1
Reading Area Community College,https://www.racc.edu/,NA,NA,1,1
Reading Hospital School of Health Sciences,https://reading.towerhealth.org/academics/health-sciences/,NA,0.2041,0,1
Reconstructionist Rabbinical College,www.rrc.edu/,NA,NA,0,1
Walnut Hill College,https://www.walnuthillcollege.edu/,NA,0.95,0,1
Robert Morris University,www.rmu.edu/,NA,0.9057,0,1
Rosedale Technical College,www.rosedaletech.org/,NA,0.7698,0,1
Rosemont College,www.rosemont.edu/,NA,0.7452,0,1
Saint Francis University,www.francis.edu/,1151,0.7689,0,0
Saint Joseph's University,https://www.sju.edu/,1256,0.8639,0,1
Saint Vincent College,https://www.stvincent.edu/,1120,0.591,0,1
Saint Vincent Seminary,https://www.saintvincentseminary.edu/,NA,NA,0,1
Schuylkill Technology Center,www.stcenters.org/,NA,NA,1,0
University of Scranton,www.scranton.edu/,1237,0.8435,0,1
Seton Hill University,www.setonhill.edu/,1186,0.7579,0,1
UPMC Shadyside School of Nursing,https://www.upmc.com/shyson,NA,0.6515,0,1
Sharon Regional School of Nursing,https://www.sharonregionalmedical.org/school-nursing-sharon,NA,NA,0,0
Laurel Technical Institute,www.laurel.edu/,NA,0.9328,0,0
Shippensburg University of Pennsylvania,www.ship.edu/,1090,0.8555,1,0
Slippery Rock University of Pennsylvania,https://www.sru.edu/,1086,0.7462,1,0
Saint Charles Borromeo Seminary-Overbrook,www.scs.edu/,NA,1,0,1
South Hills Beauty Academy,www.shnhbeauty.com/,NA,NA,0,1
South Hills School of Business & Technology,www.southhills.edu/,NA,0.992,0,1
St Lukes Hospital School of Nursing,https://www.slhn.org/bethlehem,NA,NA,0,1
The Beauty Institute,www.thebeautyinstituteskp.edu/,NA,NA,0,0
Susquehanna University,www.susqu.edu/,1211,0.7871,0,0
Swarthmore College,www.swarthmore.edu/,1527,0.0694,0,1
Thaddeus Stevens College of Technology,stevenscollege.edu/,1120,0.5294,1,1
Talmudical Yeshiva of Philadelphia,https://www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/?C=N;O=D,NA,0.7551,0,1
Temple University,www.temple.edu/,NA,0.8292,1,1
Theological Seminary of the Reformed Episcopal Church,reseminary.edu/,NA,NA,0,1
Thiel College,https://www.thiel.edu/,NA,0.706,0,0
Thomas Jefferson University,www.jefferson.edu/,1259,0.8614,0,1
Triangle Tech Inc-Pittsburgh,www.triangle-tech.edu/,NA,NA,0,1
Triangle Tech Inc-Greensburg,https://triangle-tech.edu/,NA,NA,0,1
Triangle Tech Inc-Dubois,https://www.triangle-tech.edu/,NA,NA,0,0
Trinity Episcopal School for Ministry,www.tsm.edu/,NA,NA,0,1
Ursinus College,www.ursinus.edu/,1304,0.8737,0,1
University of Valley Forge,https://www.valleyforge.edu/,NA,0.7816,0,1
Valley Forge Military College,https://www.vfmac.edu/,NA,NA,0,1
Venus Beauty Academy,www.venusbeautyacademy.com/,NA,NA,0,1
Villanova University,www.villanova.edu/,1466,0.2512,0,1
Washington Health System School of Nursing,www.whs.org/,NA,NA,0,1
Washington & Jefferson College,www.washjeff.edu/,NA,0.8154,0,1
Waynesburg University,www.waynesburg.edu/,1114,0.9169,0,0
Welder Training and Testing Institute,www.wtti.edu/,NA,NA,0,1
West Chester University of Pennsylvania,https://www.wcupa.edu/,1184,0.792,1,1
Western Pennsylvania Hospital School of Nursing,https://www.ahn.org/health-care-professionals/education/nursing/schools/west-penn-hospital,NA,0.9643,0,1
Westminster College,www.westminster.edu/,NA,0.8551,0,0
Westminster Theological Seminary,https://www.wts.edu/,NA,NA,0,1
Westmoreland County Community College,https://westmoreland.edu/,NA,NA,1,1
Widener University,https://www.widener.edu/,1170,0.8402,0,1
Wilkes University,https://www.wilkes.edu/,1134,0.9146,0,1
Williamson College of the Trades,https://www.williamson.edu/,NA,0.2992,0,1
Wilson College,www.wilson.edu/,1020,0.8998,0,1
Yeshivath Beth Moshe,https://yeshivabethmoshe.com/,NA,1,0,1
York College of Pennsylvania,https://www.ycp.edu/,1135,0.942,0,1
YTI Career Institute-York,www.yti.edu/,NA,NA,0,1
Brown University,www.brown.edu/,1546,0.0523,0,1
Bryant University,https://www.bryant.edu/,1263,0.6565,0,1
Johnson & Wales University-Providence,https://www.jwu.edu/campuses/providence/,1107,0.837,0,1
New England Institute of Technology,https://www.neit.edu/,NA,0.7273,0,1
New England Tractor Trailer Training School of Rhode Island,nettts.com/,NA,NA,0,1
Providence College,www.providence.edu/,1342,0.4872,0,1
Rhode Island College,www.ric.edu/,1010,0.8109,1,1
Community College of Rhode Island,www.ccri.edu/,NA,NA,1,1
University of Rhode Island,https://web.uri.edu/,1176,0.7707,1,1
Rhode Island School of Design,www.risd.edu/,1480,0.1381,0,1
Roger Williams University,https://www.rwu.edu/,1228,0.8778,0,1
Salve Regina University,www.salve.edu/,1236,0.6991,0,1
Empire Beauty School-Warwick,www.empire.edu/,NA,NA,0,1
Northpoint Bible College,www.northpoint.edu/,NA,NA,0,1
Aiken Technical College,https://www.atc.edu/,NA,NA,1,1
Allen University,https://www.allenuniversity.edu/,NA,0.3212,0,1
Anderson University,www.andersonuniversity.edu/,1190,0.5281,0,1
Charleston Southern University,https://www.charlestonsouthern.edu/,1056,0.7609,0,1
Technical College of the Lowcountry,tcl.edu/,NA,NA,1,1
Benedict College,www.benedict.edu/,910,0.673,0,1
Bob Jones University,www.bju.edu/,NA,NA,0,1
Southern Wesleyan University,www.swu.edu/,1106,1,0,1
Charleston Cosmetology Institute,www.charlestoncosmetology.com/,NA,NA,0,1
College of Charleston,https://www.cofc.edu/,1238,0.72,1,1
Charzanne Beauty College,https://charzannebeautycollege.com/,NA,NA,0,0
Northeastern Technical College,www.netc.edu/,NA,NA,1,0
Citadel Military College of South Carolina,https://citadel.edu/,1184,0.9809,1,1
Claflin University,www.claflin.edu/,NA,0.7255,0,0
Clemson University,www.clemson.edu/,1341,0.3805,1,1
Clinton College,www.clintoncollege.edu/,NA,NA,0,1
Coker University,https://coker.edu/,NA,0.9723,0,0
Columbia International University,www.ciu.edu/,NA,0.9758,0,1
Columbia College,www.columbiasc.edu/,NA,0.9579,0,1
Converse University,https://www.converse.edu/,1124,0.64,0,1
Denmark Technical College,www.denmarktech.edu/,NA,NA,1,0
Erskine College,www.erskine.edu/,NA,0.6056,0,0
Florence-Darlington Technical College,https://www.fdtc.edu/,NA,NA,1,0
Francis Marion University,www.fmarion.edu/,1039,0.8223,1,0
Furman University,www.furman.edu/,1364,0.5257,0,1
Greenville Technical College,www.gvltec.edu/,NA,NA,1,1
Horry-Georgetown Technical College,www.hgtc.edu/,NA,NA,1,1
Kenneth Shuler School of Cosmetology-North Augusta,www.kennethshuler.com/,NA,NA,0,1
Kenneth Shuler School of Cosmetology and Nails-Columbia,www.kennethshuler.com/,NA,NA,0,1
Lander University,https://www.lander.edu/,1057,0.6792,1,0
Limestone University,www.limestone.edu/,NA,0.9828,0,0
Medical University of South Carolina,https://web.musc.edu/,NA,NA,1,1
Midlands Technical College,https://www.midlandstech.edu/,NA,NA,1,1
Morris College,https://www.morris.edu/,NA,NA,0,1
Newberry College,www.newberry.edu/,1008,0.748,0,0
North Greenville University,www.ngu.edu/,1176,0.6278,0,0
Orangeburg Calhoun Technical College,www.octech.edu/,NA,NA,1,0
Piedmont Technical College,https://www.ptc.edu/,NA,NA,1,0
Presbyterian College,https://www.presby.edu/,1214,0.7234,0,0
University of South Carolina Aiken,www.usca.edu/,1063,0.7972,1,1
University of South Carolina Beaufort,www.uscb.edu/,NA,0.6918,1,0
University of South Carolina-Columbia,www.sc.edu/,1297,0.6149,1,1
University of South Carolina-Lancaster,www.sc.edu/about/system_and_campuses/lancaster/index.php,NA,0.7585,1,0
University of South Carolina-Salkehatchie,sc.edu/about/system_and_campuses/salkehatchie/index.php,NA,0.7629,1,0
University of South Carolina-Sumter,www.sc.edu/about/system_and_campuses/sumter/index.php,NA,0.7626,1,1
University of South Carolina-Union,www.sc.edu/about/system_and_campuses/union/index.php,NA,0.6989,1,0
Coastal Carolina University,https://www.coastal.edu/,1128,0.8019,1,1
South Carolina State University,https://scsu.edu/,NA,0.8173,1,0
University of South Carolina-Upstate,www.uscupstate.edu/,1082,0.6961,1,1
Sherman College of Chiropractic,https://www.sherman.edu/,NA,NA,0,1
Spartanburg Methodist College,https://www.smcsc.edu/,NA,0.814,0,1
Spartanburg Community College,https://www.sccsc.edu/,NA,NA,1,1
Central Carolina Technical College,www.cctech.edu/,NA,NA,1,1
Tri-County Technical College,https://www.tctc.edu/,NA,NA,1,1
Trident Technical College,https://www.tridenttech.edu/,NA,NA,1,1
Voorhees University,www.voorhees.edu/,NA,NA,0,0
Williamsburg Technical College,https://www.wiltech.edu/,NA,NA,1,0
Winthrop University,www.winthrop.edu/,1132,0.7506,1,1
Wofford College,www.wofford.edu/,1297,0.5859,0,1
York Technical College,www.yorktech.edu/,NA,NA,1,1
Augustana University,www.augie.edu/,1187,0.5925,0,1
The Salon Professional Academy,www.tsparapidcity.com/,NA,NA,0,1
Black Hills State University,www.bhsu.edu/,1050,0.9443,1,0
Dakota State University,https://dsu.edu/,1129,0.9787,1,0
Dakota Wesleyan University,www.dwu.edu/,NA,0.7277,0,0
Paul Mitchell the School-Rapid City,paulmitchell.edu/rapidcity,NA,NA,0,1
Lake Area Technical College,www.lakeareatech.edu/,NA,NA,1,0
Avera McKennan Hospital School of Radiologic Technology,www.avera.org/,NA,NA,0,1
Mitchell Technical College,https://mitchelltech.edu/,NA,NA,1,0
Mount Marty University,www.mountmarty.edu/,1120,0.4814,0,0
National American University-Rapid City,www.national.edu/locations/campuses/rapid-city/,NA,NA,0,1
Kairos University,www.kairos.edu/,NA,0.7429,0,1
Northern State University,www.northern.edu/,1090,0.9279,1,0
Oglala Lakota College,www.olc.edu/,NA,NA,1,0
Avera Sacred Heart Hospital,www.averasacredheart.org/,NA,NA,0,0
South Dakota School of Mines and Technology,https://www.sdsmt.edu/,1245,0.8525,1,1
South Dakota State University,https://www.sdstate.edu/,1121,0.9871,1,0
Sinte Gleska University,www.sintegleska.edu/,NA,NA,1,0
University of Sioux Falls,www.usiouxfalls.edu/,NA,0.8208,0,1
Sanford Medical Center,www.sanfordhealth.org/,NA,NA,0,1
Sisseton Wahpeton College,https://www.swcollege.edu/,NA,NA,1,0
Southeast Technical College,www.southeasttech.edu/,NA,NA,1,1
Stewart School,www.stewartschool.com/,NA,NA,0,1
University of South Dakota,https://www.usd.edu/,1122,0.9895,1,0
Western Dakota Technical College,https://www.wdt.edu/,NA,NA,1,1
American Baptist College,www.abcnash.edu/,NA,NA,0,1
Arnolds Beauty School,arnoldsbeautyschool.com/,NA,NA,0,0
Tennessee College of Applied Technology-Athens,www.tcatathens.edu/,NA,NA,1,0
Austin Peay State University,www.apsu.edu/,1050,0.9595,1,1
Baptist Health Sciences University,www.baptistu.edu/,1050,0.6776,0,1
Belmont University,https://www.belmont.edu/,1277,0.9636,0,1
Bethel University,www.bethelu.edu/,1035,0.9717,0,0
Bryan College-Dayton,www.bryan.edu/,NA,NA,0,0
Carson-Newman University,www.cn.edu/,1111,0.6827,0,1
Chattanooga State Community College,https://www.chattanoogastate.edu/,NA,NA,1,1
Christian Brothers University,https://www.cbu.edu/,1069,0.8842,0,1
Pentecostal Theological Seminary,www.ptseminary.edu/,NA,NA,0,1
Austin's Beauty College Inc,www.austinbeautycollege.com/,NA,NA,0,1
Cleveland State Community College,www.clevelandstatecc.edu/,NA,NA,1,1
Columbia State Community College,https://www.columbiastate.edu/,NA,NA,1,0
Concorde Career College-Memphis,https://www.concorde.edu/campus/memphis-tennessee,NA,0.7337,0,1
Cumberland University,www.cumberland.edu/,NA,0.67,0,0
Lipscomb University,https://www.lipscomb.edu/,1248,0.6664,0,1
Tennessee College of Applied Technology-Dickson,https://www.tcatdickson.edu/,NA,NA,1,0
Dyersburg State Community College,www.dscc.edu/,NA,NA,1,0
East Tennessee State University,https://www.etsu.edu/,1114,0.8706,1,1
Chattanooga College Medical Dental and & Technical Careers,www.chattanoogacollege.edu/,NA,NA,0,1
Tennessee College of Applied Technology-Elizabethton,www.tcatelizabethton.edu/,NA,NA,1,1
The Hair Academy LLC,https://www.thehairacademy.net/,NA,NA,0,0
Fisk University,www.fisk.edu/,1236,0.5791,0,1
Welch College,www.welch.edu/,NA,NA,0,1
Freed-Hardeman University,www.fhu.edu/,1109,0.9062,0,0
Tennessee College of Applied Technology-Harriman,www.tcatharriman.edu/,NA,NA,1,0
Tennessee College of Applied Technology-Hartsville,www.tcathartsville.edu/,NA,NA,1,0
Tennessee College of Applied Technology-Hohenwald,www.tcathohenwald.edu/,NA,NA,1,0
Tennessee College of Applied Technology-Jacksboro,https://www.tcatjacksboro.edu/,NA,NA,1,0
Jackson State Community College,www.jscc.edu/,NA,NA,1,1
John A Gupton College,www.guptoncollege.edu/,1050,0.8387,0,1
Johnson University,johnsonu.edu/,1072,0.5377,0,0
Paul Mitchell the School-Murfreesboro,www.paulmitchelltheschool.com/,NA,NA,0,1
King University,https://www.king.edu/,NA,0.5439,0,1
South College,www.south.edu/,NA,NA,0,1
Lane College,www.lanecollege.edu/,NA,NA,0,1
Le Moyne-Owen College,www.loc.edu/,NA,0.9717,0,1
Lee University,www.leeuniversity.edu/,1144,0.7219,0,1
Lincoln Memorial University,www.lmunet.edu/,1093,0.5927,0,0
Tennessee College of Applied Technology-Livingston,www.tcatlivingston.edu/,NA,NA,1,0
The University of Tennessee Southern,https://www.utsouthern.edu/,1088,0.8271,1,0
Maryville College,www.maryvillecollege.edu/,1181,0.6568,0,1
Tennessee College of Applied Technology-McKenzie,www.tcatmckenzie.edu/,NA,NA,1,0
Genesis Career College-Cookeville,www.genesiscareer.edu/,NA,NA,0,0
Meharry Medical College,www.mmc.edu/,NA,NA,0,1
Tennessee College of Applied Technology-Memphis,www.tcatmemphis.edu/,NA,NA,1,1
University of Memphis,https://www.memphis.edu/,1051,0.9338,1,1
